Percentile	0.0	25.0	50.0	75.0	100.0	0.0	25.0	50.0	75.0	100.0	0.0	25.0	50.0	75.0	100.0	0.0	25.0	50.0	75.0	100.0	0.0	25.0	50.0	75.0	100.0	0.0	25.0	50.0	75.0	100.0
Group	Agri	Agri	Agri	Agri	Agri	Center	Center	Center	Center	Center	Resid	Resid	Resid	Resid	Resid	Tilap	Tilap	Tilap	Tilap	Tilap	Tipal	Tipal	Tipal	Tipal	Tipal	Tribu	Tribu	Tribu	Tribu	Tribu
Bacteria;	353.0	353.0	353.0	353.0	353.0	262.0	518.0	774.0	1086.0	1398.0	181.0	569.5	958.0	1346.5	1735.0	985.0	985.0	985.0	985.0	985.0	1574.0	1574.0	1574.0	1574.0	1574.0	289.0	624.5	960.0	1200.0	1440.0
Bacteria;PVC	2060.0	2060.0	2060.0	2060.0	2060.0	1681.0	2437.5	3194.0	7894.5	12595.0	1300.0	4142.75	6985.5	9828.25	12671.0	3599.0	3599.0	3599.0	3599.0	3599.0	14177.0	14177.0	14177.0	14177.0	14177.0	1663.0	2713.0	3763.0	6932.5	10102.0
Bacteria;PANNAM	17475.0	17475.0	17475.0	17475.0	17475.0	6384.0	8245.5	10107.0	12343.0	14579.0	6303.0	6822.75	7342.5	7862.25	8382.0	8654.0	8654.0	8654.0	8654.0	8654.0	8902.0	8902.0	8902.0	8902.0	8902.0	4941.0	5789.5	6638.0	11349.0	16060.0
Bacteria;FCB	7820.0	7820.0	7820.0	7820.0	7820.0	4054.0	4974.0	5894.0	6350.0	6806.0	5237.0	5363.0	5489.0	5615.0	5741.0	5322.0	5322.0	5322.0	5322.0	5322.0	7105.0	7105.0	7105.0	7105.0	7105.0	4698.0	4764.5	4831.0	6612.0	8393.0
Eukaryota:plas;Archaeplastida:plas	3329.0	3329.0	3329.0	3329.0	3329.0	2979.0	3521.5	4064.0	4154.5	4245.0	2610.0	2780.5	2951.0	3121.5	3292.0	2843.0	2843.0	2843.0	2843.0	2843.0	4184.0	4184.0	4184.0	4184.0	4184.0	2111.0	2488.0	2865.0	4451.5	6038.0
;	278.0	278.0	278.0	278.0	278.0	111.0	286.0	461.0	721.5	982.0	117.0	227.25	337.5	447.75	558.0	1177.0	1177.0	1177.0	1177.0	1177.0	314.0	314.0	314.0	314.0	314.0	253.0	336.0	419.0	607.0	795.0
Bacteria;Terrabacteria	8371.0	8371.0	8371.0	8371.0	8371.0	7975.0	11640.0	15305.0	15336.0	15367.0	9179.0	11127.75	13076.5	15025.25	16974.0	15785.0	15785.0	15785.0	15785.0	15785.0	14673.0	14673.0	14673.0	14673.0	14673.0	7319.0	8115.0	8911.0	12457.5	16004.0
Eukaryota:plas;Excavata:plas	51.0	51.0	51.0	51.0	51.0	4.0	7.5	11.0	31.0	51.0	13.0	74.5	136.0	197.5	259.0	124.0	124.0	124.0	124.0	124.0	1.0	1.0	1.0	1.0	1.0	6.0	16.0	26.0	59.0	92.0
Bacteria;CMS	9527.0	9527.0	9527.0	9527.0	9527.0	6590.0	8852.5	11115.0	11501.5	11888.0	6337.0	8417.5	10498.0	12578.5	14659.0	12126.0	12126.0	12126.0	12126.0	12126.0	6850.0	6850.0	6850.0	6850.0	6850.0	6466.0	6612.0	6758.0	9149.0	11540.0
Eukaryota:plas;Cryptista:plas	548.0	548.0	548.0	548.0	548.0	12.0	37.5	63.0	604.5	1146.0	46.0	121.25	196.5	271.75	347.0	716.0	716.0	716.0	716.0	716.0	5.0	5.0	5.0	5.0	5.0	87.0	153.5	220.0	435.0	650.0
Eukaryota;	9.0	9.0	9.0	9.0	9.0	33.0	57.0	81.0	111.5	142.0	16.0	32.75	49.5	66.25	83.0	205.0	205.0	205.0	205.0	205.0	126.0	126.0	126.0	126.0	126.0	22.0	54.0	86.0	100.0	114.0
Eukaryota;TSAR	7.0	7.0	7.0	7.0	7.0	1.0	11.0	21.0	24.0	27.0	8.0	27.5	47.0	66.5	86.0	8.0	8.0	8.0	8.0	8.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	3.5	6.0
Bacteria;CCD	339.0	339.0	339.0	339.0	339.0	190.0	307.5	425.0	440.5	456.0	133.0	196.0	259.0	322.0	385.0	359.0	359.0	359.0	359.0	359.0	432.0	432.0	432.0	432.0	432.0	318.0	321.5	325.0	341.5	358.0
Eukaryota:mito;Archaeplastida:mito	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	47.5	94.0	14.0	24.0	34.0	44.0	54.0	50.0	50.0	50.0	50.0	50.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	3.0	8.5	14.0
Eukaryota:plas;TSAR:plas	1471.0	1471.0	1471.0	1471.0	1471.0	794.0	1316.5	1839.0	2698.5	3558.0	1272.0	1460.5	1649.0	1837.5	2026.0	4708.0	4708.0	4708.0	4708.0	4708.0	1454.0	1454.0	1454.0	1454.0	1454.0	1060.0	1229.5	1399.0	2787.0	4175.0
Bacteria;DST	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	6.0	11.0	1.0	1.5	2.0	2.5	3.0	8.0	8.0	8.0	8.0	8.0	14.0	14.0	14.0	14.0	14.0	1.0	1.0	1.0	1.0	1.0
Bacteria;Gracilicutes	25.0	25.0	25.0	25.0	25.0	25.0	56.0	87.0	89.0	91.0	21.0	38.25	55.5	72.75	90.0	63.0	63.0	63.0	63.0	63.0	121.0	121.0	121.0	121.0	121.0	15.0	31.0	47.0	73.5	100.0
Eukaryota:mito;	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	5.0	9.0	1.0	4.0	7.0	10.0	13.0	14.0	14.0	14.0	14.0	14.0	5.0	5.0	5.0	5.0	5.0	1.0	1.0	1.0	3.5	6.0
Eukaryota:mito;TSAR:mito	39.0	39.0	39.0	39.0	39.0	35.0	94.0	153.0	226.0	299.0	149.0	169.75	190.5	211.25	232.0	244.0	244.0	244.0	244.0	244.0	272.0	272.0	272.0	272.0	272.0	25.0	65.5	106.0	168.0	230.0
Eukaryota:plas;	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	9.5	18.0	1.0	3.5	6.0	8.5	11.0	24.0	24.0	24.0	24.0	24.0	10.0	10.0	10.0	10.0	10.0	4.0	4.5	5.0	16.0	27.0
Eukaryota;Obazoa	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.5	4.0	1.0	2.0	3.0	4.0	5.0	1.0	1.0	1.0	1.0	1.0	6.0	6.0	6.0	6.0	6.0	1.0	1.0	1.0	1.0	1.0
